tweet,labels
@longersummer @NA_127_90s @alexwickham Why because johnson faked the vaccine for political reasons. Even the FDA is saying that the Uk vaccine is rubbish,political country
@42believer @timothywjohnson I have a friend who gave a single MMR to her son who immediately displayed symptoms of autism afterwards. He was diagnosed soon after. Biggest mistake of her life. They used chelation therapy and he’s totally better. Chelation removes heavy metals. Vaccination adds them.,side-effect
"@RedCollie1 Pfizer is now using the old motto 'if you can't beat them join them'. With their gene altering vaccine you don't have to worry about beating Covid, you will be Covid. Excellent selling point. I don't want one.",side-effect
"@jfmedrado @RolandBakerIII It's pretty much the textbook way to create vaccine-enhanced disease for a sarbecovirus vaccine (and CureVac actually confirmed that it does, in hamsters, as a control to demonstrate that their mRNA vaccine didn't).",ineffective
Covid-19: Slovenia suspends use of Jansen vaccine after dying https://t.co/rBjTLnJrxM #EUROPE,side-effect
"@JJohnsonlesss ""Rare"" ... where is the additional information on reactions to a vaccine that has been in ""open public trial"" for ONLY a few months",rushed side-effect
"@rtj3t6 @LMM1062 @dcherring About half of the people in Israel. If half of the people getting infected are vaccinated, it means that the vaccine is not doing much, if anything, to prevent infection. Turns out that Israel is discovering that Pfizer is about 65% effective against Delta, down from 90%-Wuhan.",ineffective
@JNJNews Why would you not even address the blood clot situation on your vaccine? And how in the world did you not know about the horrific conditions at the vaccine manufacturing plant? What is going on w Johnson and Johnson?,side-effect
@dunn0788 @PoliticsForAlI @thetimes They can see all the deaths and side effects from the vaccine that why they are not taking it,side-effect
"Reports of Allergic Reactions to Moderna Vaccine - Jan 21, 2021 - California’s top epidemiologist late Wednesday said the Moderna vaccine suspected of causing a series of allergic r... - https://t.co/Ep2vCBPO0Q https://t.co/8PZhgO0Kjm",side-effect
@OutnumberedFNC @HARRISFAULKNER @MelissaAFrancis @KennedyNation @dagenmcdowell @kilmeade Remember Moderna is involved with a vaccine that has never been proven and alters the human DNA! I will not take any vaccine! They are dangerous and what’s in them is suspect!,unnecessary rushed
@AndyClubTopspot @jacsjep5 @lamiavox @RealDeniseWelch Don’t worry there’s never been a vaccine made for any coronavirus yet! Some scientists have already warned not to expect one!,ineffective
@CromwellStuff @BorisJohnson Van Tamiflu is more importantly allowing frontline healthcare workers to have the vaccine as a priority...so they can infect and reduce our aging population even more?? https://t.co/AWyomXwfPP,mandatory
A COVID vaccine won't see me until the 3rd or 4th batch.,none
This is funny!! I don't give a shit who comes in first. Cold day in hell before I take it! Dr. Marty Makary: US is 'neck-and-neck' with China in race for coronavirus vaccine https://t.co/X6o8UW4cIM,none
@silvia_grajales @nikoCSFB In NY they’re trying to mandate it as the chair of bar association said it was legal to do it which clearly isn’t. Coumo is trying to pivot on using the vaccines that Biden/Gates wants to push instead of Pfizer’s which hasn’t shown any negative results so far. Sinister plans.,mandatory
"@JeromeAdamsMD I can’t understand how variants, whether flu or COVID are impacted by a vaccine—either the vaccine interacts as designed on the virus or it doesn’t, right? How is partial protection provided?",ineffective
@Acosta He's right. He knows most of the population does not want a COVID vaccine. There will be plenty left over for you Jim.,none
"@_FrankBrock @DavidMi52138016 @RWMaloneMD Had read somewhere, its taken off now. The covaxin vaccine , used solely in India..caused this mutation @WHO would be able to clarify.",side-effect
SEE VACCINES KILL! EXACTLY WHAT they WANT! POPULATION CONTROL! WAKE UP SHEEPLE!! Volunteer in AstraZeneca and Oxford's coronavirus vaccine trial dies in Brazil https://t.co/AVxqVpp3bT,rushed
"Let's break this down for what it actually is.  After years of foreign policy blunders, Indian strongman PM flexes muscle as ""saviour"". Sending only #OxfordAstraZeneca vaccine, while approving for its own citizens another unproven vaccine that has no Phase 3 efficacy data as yet.",rushed
@TheDuke1 @block762310019 @SkyNews The Vaccine only protects YOU... it DOES NOT stop you from catching and spreading the virus ! Therefore there's literally NO POINT in a Vaccine passport..is there?????,ineffective
"@chef_leopold @SleepyCongress1 @Reuters I am hearing that people with anaphylactic reactions should also be cautious about the Pfizer vaccine being considered today. I knew the egg connection (my son is allergic to eggs), but if Pfizer vaccine not grown on eggs, I wonder why the concern. I clearly have research to do!",side-effect ingredients
"Twitter locked the account of the National File, a conservative-leaning news website, after it reported a woman claimed her 13-year-old nephew died after receiving a second dose of Pfizer’s COVID-19 vaccine. Twitter says it was an ""accident."" https://t.co/W6MyFWzoyT",side-effect
@QuarantinaT @l3on_a @FionaPattenMLC At least it's a vaccine. The so called covid vaccine doesn't meet the definition of a vaccine,ingredients
"@CatherineOrr73 @JoWat @COVID19vic However, we do have data that 1 in 3000-6000 teenagers vaccinated with Pfizer will get Myocarditis, 'usually' mild, they say, whatever 'usually' means. Does it leave any, even minor damage to the heart? No one knows.",side-effect
@ScottAdamsSays The AstraZeneca RNA vaccine is made using aborted fetal tissue (stated on the box in med jargon). It's reasonable to assume cells remain in the vaccine. Regardless of efficacy that is a perfectly valid religious argument to refuse the vaccine.,ingredients religious
"@ZelenskyyUa PFIZER VACCINE-CAUSES FACIAL PARALYSIS &LOSS OF MOVEMENT IN SOME PATIENTS,EXCRUCIATING HEADACHES&LINGERING PAINS!volunteers develop FACIAL PARALYSIS after taking Pfizer jab,prompting FDA to recommend ‘surveillance for cases’-RT USA News https://t.co/HY6KeC6SIl",side-effect
"This from Jan... 👇🏼 How does one figure out if one is allergic to the ingredients of the vaccine? 🤔 ""Tell ur healthcare worker xyz before taking the vaccine.."" Do they realise they are vaccinating Indians? https://t.co/FEkk9bEsID #vaccine #Covishield #SII #Vaccination",side-effect
@realityrose Does it make it safe when some of the trialees developed Covid19 when they were free of the virus. It does all appear to be very rushed - still Pfizer's share price rose dramatically on the release of the news & that's all that matters to Big Pharma PROFITS.,pharma
@kateshilling69 @MinorDub2021 @Forbes Why are you so upset? I’m not trying to convince you about nothing . I will not be vaccinated with AstraZeneca for sure . Depends on you ..,none
"@RobertW31430731 @pfizer Is this vaccine for real or just some get-rich quick scheme of the Trumps ? Is Ivanka raking in millions from Pfizer stock ? I do not trust anything that comes from, through or near the Trump administration.",political
@ambkcsingh @realDonaldTrump That potential vaccine could potentially backfire ....Those chimps at oxford developed covid after few days when vaccine was administered to them ...,side-effect
"These experimental Covid vaccines are risky! Gambling with the lives, health and well being of Americans! What a sellout! #CovidVaccineIsDangerous https://t.co/kQfxtYxhLU",side-effect
Stop calling the COVID shot a “vaccine”. It is NOT a vaccine.,ineffective
@Reuters So what about the other 10%? Who was it tested on to verify the percentage? What are the side effects? What evidence can @pfizer provide to show how they made the determination of the vaccine’s effectiveness?,rushed side-effect
"@realDonaldTrump Do not take the Covid RNA vaccine. If you do so, you'll end up like a human guinea pig for Pfizer's experimentals.",pharma
Death After Moderna Jab in OC: So Cal Freeways are Far More Dangerous But Guts Are Flipping https://t.co/kdSv15K4Qt #COVID-19 #Death #Moderna #Orange #County https://t.co/yNVIZO854x,side-effect
"Like I said before, COVID vaccine can pass me. I am not vaccinating!!!!!",none
"This is an old article, and I'm sure Pfizer has improved over the years and promised they would not commit crimes against humanity again 🤞🤞🤞 #NoVaccineRequired https://t.co/ynqqEbjG2h",unnecessary
@HighWireTalk @vaxxedStLouis We have filed petition in the court against NBC News for invasion of privacy and public defamation for SUCCESSFULLY treating my sons vaccine injury with alternative treatment! There is a lot of work still to do Please donate if you can! 💙 https://t.co/Wwg1OyLpOx,side-effect
